Mol ID,SMILES,Atom ID,Aromatic,Strained,C_Mulliken Charge,AtomDegree,C_Effective Atom Polarizability,C_Partial Pi Charge ,C_Pi Electronegativity,C_SigmaElectonegativity,Hybridization,H_mulliken_charge,H_Effective Atom Polarizability,H_sigmaElectroNegativityDescriptor,NWChem,Avg_NWChem,BondLength,Exp1JCH,SigmaDeltaTheta,SigmaAbsDelthaTheta,Omega,MaxDeltaTheta
139_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c(c1([H]))C([H])([H])C([H])([H])C([H])([H])C2([H])([H]),13,TRUE,FALSE,6.15779,2,8.1985,0,5.524159012,8.251638835,SP2,0.90392,4.97775,7.554956447,154.2062,154.1982,1.085486883,155,-1.494849083,0,0,0
139_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c(c1([H]))C([H])([H])C([H])([H])C([H])([H])C2([H])([H]),11,TRUE,FALSE,6.12181,2,7.5184375,0,5.499759072,8.222669561,SP2,0.90014,4.63771875,7.55328743,157.9943,157.9952,1.083689418,159,0.512381012,0,0,0
139_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c(c1([H]))C([H])([H])C([H])([H])C([H])([H])C2([H])([H]),12,TRUE,FALSE,6.12186,2,7.5184375,0,5.499759072,8.222669561,SP2,0.90014,4.63771875,7.55328743,157.9961,157.9952,1.083689352,159,0.514122901,0,0,0
141_NWChem_1JCH_mulliken,[H]c1c([H])c([H])pc([H])c1([H]),7,TRUE,FALSE,6.01672,2,6.056625,-1.442687897,5.505880606,8.229938962,SP2,0.89195,3.9068125,7.553593877,156.9062,156.9062,1.086008198,156,-3.280740661,0,0,0
141_NWChem_1JCH_mulliken,[H]c1c([H])c([H])pc([H])c1([H]),8,TRUE,FALSE,6.43463,2,5.274875,0,5.577488736,8.314900262,SP2,0.86497,3.5159375,7.560507694,157.7768,157.7768,1.085912003,157,-5.365764988,0,0,0
141_NWChem_1JCH_mulliken,[H]c1c([H])c([H])pc([H])c1([H]),6,TRUE,FALSE,6.10796,2,6.4475,0,5.498517938,8.221195575,SP2,0.8897,4.10225,7.553252684,158.4301,158.4301,1.08392025,161,-2.745314471,0,0,0
144_NWChem_1JCH_mulliken,[H]c1nc2c([H])c([H])c([H])c([H])c2(c([H])c1([H])),10,TRUE,FALSE,6.15696,2,8.1916875,0,5.567533183,8.304265909,SP2,0.90101,4.97434375,7.557250087,159.041,159.041,1.084575101,160,-0.449486457,0,0,0
144_NWChem_1JCH_mulliken,[H]c1nc2c([H])c([H])c([H])c([H])c2(c([H])c1([H])),12,TRUE,FALSE,6.10205,2,7.44834375,0,5.51193759,8.238818898,SP2,0.89384,4.602671875,7.553633836,159.2792,159.2792,1.083611314,162,-0.59672832,0,0,0
144_NWChem_1JCH_mulliken,[H]c1nc2c([H])c([H])c([H])c([H])c2(c([H])c1([H])),11,TRUE,FALSE,6.11471,2,7.51503125,-0.113207497,5.501177528,8.22642527,SP2,0.89512,4.636015625,7.553354015,159.5208,159.5208,1.083441762,161,-0.331923634,0,0,0
144_NWChem_1JCH_mulliken,[H]c1nc2c([H])c([H])c([H])c([H])c2(c([H])c1([H])),16,TRUE,FALSE,6.08078,2,8.1916875,0,5.57896102,8.317352589,SP2,0.89652,4.97434375,7.5575336,159.6557,159.6557,1.084658225,162,0.645295466,0,0,0
144_NWChem_1JCH_mulliken,[H]c1nc2c([H])c([H])c([H])c([H])c2(c([H])c1([H])),15,TRUE,FALSE,6.12389,2,7.31496875,-0.036077728,5.641916516,8.392049239,SP2,0.89641,4.535984375,7.562645046,162.2413,162.2413,1.082915816,165,1.222156714,0,0,0
144_NWChem_1JCH_mulliken,[H]c1nc2c([H])c([H])c([H])c([H])c2(c([H])c1([H])),13,TRUE,FALSE,6.14779,2,8.0583125,0.072719906,5.69875866,8.458822525,SP2,0.87456,4.90765625,7.56637655,164.0785,164.0785,1.082766906,161,-0.428776943,0,0,0
144_NWChem_1JCH_mulliken,[H]c1nc2c([H])c([H])c([H])c([H])c2(c([H])c1([H])),14,TRUE,FALSE,6.0233,2,7.04821875,0,6.202618606,9.054706135,SP2,0.89114,4.402609375,7.683791132,177.8806,177.8806,1.086896335,178,-4.15269178,0,0,0
146_NWChem_1JCH_mulliken,[H]c1nc([H])c([H])c2c1c([H])c([H])c([H])c2([H]),11,TRUE,FALSE,6.10179,2,7.548375,0,5.500406614,8.225593039,SP2,0.89331,4.6526875,7.553346985,159.1428,159.1428,1.083652902,161,-0.755819831,0,0,0
146_NWChem_1JCH_mulliken,[H]c1nc([H])c([H])c2c1c([H])c([H])c([H])c2([H]),13,TRUE,FALSE,6.13996,2,8.1916875,0,5.567399441,8.304112705,SP2,0.89561,4.97434375,7.557246539,159.7517,159.7517,1.084371426,161,-0.257207032,0,0,0
146_NWChem_1JCH_mulliken,[H]c1nc([H])c([H])c2c1c([H])c([H])c([H])c2([H]),10,TRUE,FALSE,6.15881,2,8.258375,-0.070953569,5.556608952,8.291699357,SP2,0.89718,5.0076875,7.556966292,160.2613,160.2613,1.084128195,161,-0.301474538,0,0,0
146_NWChem_1JCH_mulliken,[H]c1nc([H])c([H])c2c1c([H])c([H])c([H])c2([H]),12,TRUE,FALSE,6.10967,2,7.51503125,-0.042299071,5.50078153,8.225999023,SP2,0.89325,4.636015625,7.55335046,160.5255,160.5255,1.08327818,163,-0.222146369,0,0,0
146_NWChem_1JCH_mulliken,[H]c1nc([H])c([H])c2c1c([H])c([H])c([H])c2([H]),16,TRUE,FALSE,6.16161,2,8.0583125,-0.054369553,5.697761925,8.457608232,SP2,0.89985,4.90765625,7.566272143,160.8802,160.8802,1.083941267,161,0.499278455,0,0,0
146_NWChem_1JCH_mulliken,[H]c1nc([H])c([H])c2c1c([H])c([H])c([H])c2([H]),14,TRUE,FALSE,6.00479,2,7.7915625,0,6.259203084,9.120405229,SP2,0.89202,4.77428125,7.687468811,177.9209,177.9209,1.088103223,178,-4.364275358,0,0,0
146_NWChem_1JCH_mulliken,[H]c1nc([H])c([H])c2c1c([H])c([H])c([H])c2([H]),15,TRUE,FALSE,6.0217,2,7.04821875,0,6.201573297,9.053531807,SP2,0.89003,4.402609375,7.683767096,179.0983,179.0983,1.084621889,178,-3.822878307,0,0,0
147_NWChem_1JCH_mulliken,[H]c1nnc([H])c([H])c1([H]),7,TRUE,FALSE,6.08267,2,6.43825,0.014178108,5.662806982,8.415922986,SP2,0.88686,4.097625,7.563161458,165.2022,165.2022,1.082968461,169.9,3.059578729,0,0,0
147_NWChem_1JCH_mulliken,[H]c1nnc([H])c([H])c1([H]),6,TRUE,FALSE,6.02259,2,6.038125,0.092823388,6.379418051,9.259421041,SP2,0.8787,3.8975625,7.695016359,182.2568,182.2568,1.084512599,182.5,-3.69874354,0,0,0
148_NWChem_1JCH_mulliken,[H]c1nc([H])c([H])c([H])n1,8,TRUE,FALSE,6.1495,2,6.304875,0.165774182,5.779883895,8.553996326,SP2,0.88982,4.0309375,7.571869814,165.6711,165.6711,1.08230711,166.2,3.334111315,0,0,0
148_NWChem_1JCH_mulliken,[H]c1nc([H])c([H])c([H])n1,7,TRUE,FALSE,5.92448,2,6.1715,0,6.223127783,9.077895829,SP2,0.88448,3.96425,7.684296045,180.4788,180.4788,1.085841267,182.8,-2.222891485,0,0,0
148_NWChem_1JCH_mulliken,[H]c1nc([H])c([H])c([H])n1,6,TRUE,FALSE,5.88869,2,5.771375,0,6.920079123,9.890034578,SP2,0.8749,3.7641875,7.816919346,205.1646,205.1646,1.08554979,202.7,-6.980296473,0,0,0
149_NWChem_1JCH_mulliken,[H]c1nc([H])c([H])nc1([H]),6,TRUE,FALSE,5.98494,2,6.038125,0.085268259,6.343792969,9.218564809,SP2,0.88974,3.8975625,7.693179635,181.4572,181.4572,1.085367976,182.7,-1.986227869,0,0,0
150_NWChem_1JCH_mulliken,[H]c1nc([H])nc([H])n1,6,TRUE,FALSE,5.84102,2,5.638,0,6.950552025,9.923964227,SP2,0.87183,3.6975,7.817644177,207.2019,207.202,1.085762366,207.5,-5.675436495,0,0,0
150_NWChem_1JCH_mulliken,[H]c1nc([H])nc([H])n1,7,TRUE,FALSE,5.84102,2,5.638,0,6.950552025,9.923964227,SP2,0.87183,3.6975,7.817644177,207.2022,207.202,1.085762378,207.5,-5.675437298,0,0,0
151_NWChem_1JCH_mulliken,[H]c1nnc([H])nc1([H]),7,TRUE,FALSE,5.92837,2,5.90475,0.020243433,6.373430913,9.25190087,SP2,0.88089,3.830875,7.693889836,184.4652,184.4652,1.085751333,188,-0.560438576,0,0,0
151_NWChem_1JCH_mulliken,[H]c1nnc([H])nc1([H]),6,TRUE,FALSE,6.02794,2,5.771375,0.180528362,6.528138491,9.431179886,SP2,0.87778,3.7641875,7.704591036,185.4781,185.4781,1.084092088,187.5,-1.66418196,0,0,0
151_NWChem_1JCH_mulliken,[H]c1nnc([H])nc1([H]),8,TRUE,FALSE,5.9079,2,5.504625,0.1432939,7.109919178,10.10666828,SP2,0.8664,3.6308125,7.82854751,208.0556,208.0556,1.084619287,207.1,-6.898610608,0,0,0
152_NWChem_1JCH_mulliken,[H]c1nc([H])c2c([H])c([H])c([H])c2(c([H])c1([H])),14,TRUE,FALSE,6.06967,2,8.387125,0.018900957,5.567644158,8.304365646,SP2,0.88908,5.0720625,7.557246215,151.7314,151.7314,1.086986754,155.1,-7.272576977,0,0,0
152_NWChem_1JCH_mulliken,[H]c1nc([H])c2c([H])c([H])c([H])c2(c([H])c1([H])),15,TRUE,FALSE,6.12644,2,7.608125,0.035541666,5.641333047,8.39142268,SP2,0.89684,4.6825625,7.562639803,156.4647,156.4647,1.084752949,158.1,-8.882719839,0,0,0
152_NWChem_1JCH_mulliken,[H]c1nc([H])c2c([H])c([H])c([H])c2(c([H])c1([H])),11,TRUE,FALSE,6.11457,2,7.46965625,-0.157711281,5.505219716,8.231084389,SP2,0.89802,4.613328125,7.553459766,164.6988,164.6988,1.081472965,165.1,10.19119897,0,0,0
152_NWChem_1JCH_mulliken,[H]c1nc([H])c2c([H])c([H])c([H])c2(c([H])c1([H])),12,TRUE,FALSE,6.17826,2,8.0629375,-0.041345551,5.556376799,8.291448026,SP2,0.89798,4.90996875,7.556964133,170.0705,170.0705,1.080367174,169.8,11.62281635,0,0,0
152_NWChem_1JCH_mulliken,[H]c1nc([H])c2c([H])c([H])c([H])c2(c([H])c1([H])),10,TRUE,FALSE,6.166,2,7.99625,-0.040692367,5.56754353,8.304268247,SP2,0.89597,4.876625,7.557247861,170.3948,170.3948,1.080291574,169.8,11.54341898,0,0,0
152_NWChem_1JCH_mulliken,[H]c1nc([H])c2c([H])c([H])c([H])c2(c([H])c1([H])),13,TRUE,FALSE,6.00358,2,7.987,0.046293339,6.259194326,9.120397224,SP2,0.88424,4.872,7.68746879,171.9601,171.9601,1.089862777,172.8,-11.80521707,0,0,0
152_NWChem_1JCH_mulliken,[H]c1nc([H])c2c([H])c([H])c([H])c2(c([H])c1([H])),16,TRUE,FALSE,6.00345,2,7.09359375,0.044015075,6.196929367,9.048288078,SP2,0.88538,4.425296875,7.683654602,173.6603,173.6603,1.088763161,173.9,-12.96907881,0,0,0
153_NWChem_1JCH_mulliken,[H]c1c([H])c([H])n([H])c1([H]),7,TRUE,FALSE,6.15076,2,6.3095,-0.105202767,5.588005093,8.327366201,SP2,0.90876,4.03325,7.559377171,172.6024,172.6024,1.077908033,168.8,12.50887314,0,0,0
153_NWChem_1JCH_mulliken,[H]c1c([H])c([H])n([H])c1([H]),6,TRUE,FALSE,6.02077,2,6.1715,-0.053515267,5.837964526,8.622818789,SP2,0.90025,3.96425,7.631965242,186.1032,186.1032,1.076948747,183.3,12.35200256,0,0,0
154_NWChem_1JCH_mulliken,[H]c1c([H])c([H])sc1([H]),6,TRUE,FALSE,6.0564,2,7.26575,-0.029636498,5.550409783,8.284368372,SP2,0.89366,4.511375,7.556483222,168.0809,168.0809,1.081428776,167,7.183391818,0,0,0
154_NWChem_1JCH_mulliken,[H]c1c([H])c([H])sc1([H]),5,TRUE,FALSE,6.3425,2,8.084,-0.010743308,5.786332707,8.56410388,SP2,0.86077,4.9205,7.599881388,190.9497,190.9497,1.078694837,185.3,8.520428,0,0,0
155_NWChem_1JCH_mulliken,[H]c1oc([H])c([H])c1([H]),6,TRUE,FALSE,6.15122,2,5.99775,-0.084144657,5.691392017,8.450108281,SP2,0.89737,3.877375,7.565790089,175.9995,176.0015,1.077640959,174.7,13.72937245,0,0,0
155_NWChem_1JCH_mulliken,[H]c1oc([H])c([H])c1([H]),7,TRUE,FALSE,6.15124,2,5.99775,-0.084144657,5.691392017,8.450108281,SP2,0.89737,3.877375,7.565790089,176.0035,176.0015,1.077637991,174.7,13.73056471,0,0,0
155_NWChem_1JCH_mulliken,[H]c1oc([H])c([H])c1([H]),5,TRUE,FALSE,5.91826,2,5.548,-0.051068521,6.345673667,9.223193375,SP2,0.8855,3.6525,7.720784923,205.1156,205.1156,1.076024041,201.8,9.633211146,0,0,0
155_NWChem_1JCH_mulliken,[H]c1oc([H])c([H])c1([H]),8,TRUE,FALSE,5.91826,2,5.548,-0.051068521,6.345673667,9.223193375,SP2,0.8855,3.6525,7.720784923,205.1156,205.1156,1.076026011,201.8,9.633164758,0,0,0
156_NWChem_1JCH_mulliken,[H]c1nn([H])c([H])c1([H]),7,TRUE,FALSE,6.19885,2,6.04275,-0.112385925,5.742768251,8.510271972,SP2,0.90276,3.899875,7.569049437,178.0606,178.0606,1.076598259,176.7,15.29913386,0,0,0
156_NWChem_1JCH_mulliken,[H]c1nn([H])c([H])c1([H]),8,TRUE,FALSE,6.02067,2,5.90475,-0.046836763,5.991145683,8.805700118,SP2,0.89202,3.830875,7.641767998,187.1737,187.1737,1.077418866,185.5,13.75243692,0,0,0
156_NWChem_1JCH_mulliken,[H]c1nn([H])c([H])c1([H]),6,TRUE,FALSE,6.01129,2,5.776,-0.104442191,6.323891459,9.195488384,SP2,0.89787,3.7665,7.691799824,188.5125,188.5125,1.078802654,185.5,8.111750073,0,0,0
157_NWChem_1JCH_mulliken,[H]c1nc([H])n([H])c1([H]),6,TRUE,FALSE,6.04029,2,5.90475,-0.070045584,5.989119187,8.803341593,SP2,0.89739,3.830875,7.641647783,190.1568,190.1568,1.076243478,188.6,14.81909974,0,0,0
157_NWChem_1JCH_mulliken,[H]c1nc([H])n([H])c1([H]),7,TRUE,FALSE,6.01505,2,5.776,-0.120475849,6.293369484,9.160224424,SP2,0.90345,3.7665,7.689990998,192.5695,192.5695,1.07788709,188.6,9.416902287,0,0,0
157_NWChem_1JCH_mulliken,[H]c1nc([H])n([H])c1([H]),8,TRUE,FALSE,5.87048,2,5.638,-0.062728695,6.566984438,9.481616943,SP2,0.89108,3.6975,7.76568788,210.8791,210.8791,1.07865105,205.5,8.525773124,0,0,0
158_NWChem_1JCH_mulliken,[H]c1nnn([H])c1([H]),6,TRUE,FALSE,6.07648,2,5.638,-0.078506533,6.152401206,8.99286027,SP2,0.88289,3.6975,7.651604739,194.471,194.471,1.075832714,194.3,16.24520885,0,0,0
158_NWChem_1JCH_mulliken,[H]c1nnn([H])c1([H]),7,TRUE,FALSE,6.04667,2,5.50925,-0.125390816,6.489704622,9.386507453,SP2,0.89172,3.633125,7.701689135,197.8079,197.8079,1.07645911,194.3,11.24309053,0,0,0
159_NWChem_1JCH_mulliken,[H]c1nc([H])n([H])n1,7,TRUE,FALSE,5.89455,2,5.2425,-0.124332143,7.054578367,10.04371056,SP2,0.88705,3.49975,7.825303028,212.0329,212.0329,1.078373024,208.6,4.928851659,0,0,0
159_NWChem_1JCH_mulliken,[H]c1nc([H])n([H])n1,6,TRUE,FALSE,5.87391,2,5.37125,-0.070995308,6.712946841,9.64907667,SP2,0.88359,3.564125,7.774371959,212.2223,212.2223,1.078749011,208.6,10.18635239,0,0,0
160_NWChem_1JCH_mulliken,[H]c1nnnn1([H]),6,TRUE,FALSE,5.90709,2,5.1045,-0.093328521,6.913791062,9.878682794,SP2,0.86464,3.43075,7.786223865,218.4062,218.4062,1.077050083,217,11.47575853,0,0,0
161_NWChem_1JCH_mulliken,[H]c1noc([H])c1([H]),6,TRUE,FALSE,6.22106,2,5.731,-0.077346035,5.853785151,8.639658896,SP2,0.88842,3.744,7.575611779,183.6709,183.6709,1.076056906,184.6,16.71952978,0,0,0
161_NWChem_1JCH_mulliken,[H]c1noc([H])c1([H]),5,TRUE,FALSE,5.95691,2,5.46425,-0.094239362,6.438635847,9.327443104,SP2,0.88204,3.610625,7.698235405,188.3219,188.3219,1.079957323,187.6,7.526894569,0,0,0
161_NWChem_1JCH_mulliken,[H]c1noc([H])c1([H]),7,TRUE,FALSE,5.86827,2,5.28125,-0.049309051,6.57187325,9.483918773,SP2,0.87566,3.519125,7.734676875,203.0899,203.0899,1.077910301,203.5,9.53627983,0,0,0
162_NWChem_1JCH_mulliken,[H]c1nsc([H])c1([H]),5,TRUE,FALSE,6.0995,2,6.999,-0.063161798,5.70461068,8.465130088,SP2,0.88824,4.378,7.566096202,173.0369,173.0369,1.080402644,173.3,9.621558403,0,0,0
162_NWChem_1JCH_mulliken,[H]c1nsc([H])c1([H]),7,TRUE,FALSE,5.94844,2,6.73225,-0.029346902,6.270811486,9.133574119,SP2,0.88131,4.244625,7.687947136,184.5722,184.5722,1.083906731,183.5,2.861877639,0,0,0
162_NWChem_1JCH_mulliken,[H]c1nsc([H])c1([H]),6,TRUE,FALSE,6.32292,2,7.81725,-0.0160208,5.945904364,8.74985299,SP2,0.85906,4.787125,7.609296884,189.0771,189.0771,1.079688822,187.1,10.91012805,0,0,0
163_NWChem_1JCH_mulliken,[H]c1nc([H])c([H])o1,6,TRUE,FALSE,6.02597,2,5.46425,-0.102632633,6.404050125,9.287901423,SP2,0.89131,3.610625,7.696596512,196.7829,196.7829,1.077041051,195.3,10.87376492,0,0,0
163_NWChem_1JCH_mulliken,[H]c1nc([H])c([H])o1,5,TRUE,FALSE,5.94377,2,5.28125,-0.071720762,6.510436367,9.41311909,SP2,0.88322,3.519125,7.730765149,209.6785,209.6785,1.075001413,209.1,12.12805568,0,0,0
163_NWChem_1JCH_mulliken,[H]c1nc([H])c([H])o1,7,TRUE,FALSE,5.76272,2,5.0145,-0.059756033,7.076883281,10.07173086,SP2,0.8756,3.38575,7.855074754,234.6004,234.6004,1.077542978,231.1,5.592383079,0,0,0
164_NWChem_1JCH_mulliken,[H]c1nc([H])sc1([H]),6,TRUE,FALSE,5.943,2,6.73225,-0.025678738,6.254927842,9.115250601,SP2,0.88586,4.244625,7.687005681,189.0859,189.0859,1.080918911,187,4.108510535,0,0,0
164_NWChem_1JCH_mulliken,[H]c1nc([H])sc1([H]),5,TRUE,FALSE,6.34684,2,7.81725,-0.027710925,5.94150889,8.745129705,SP2,0.86167,4.787125,7.609550141,193.6045,193.6045,1.078279907,190,10.17438737,0,0,0
164_NWChem_1JCH_mulliken,[H]c1nc([H])sc1([H]),7,TRUE,FALSE,6.136,2,7.5505,-0.017411214,6.497627113,9.398865075,SP2,0.8598,4.65375,7.731403766,220.2869,220.2869,1.08124148,213,5.001526352,0,0,0
165_NWChem_1JCH_mulliken,[H]c1nc([H])nc2nc([H])n([H])c12,9,TRUE,FALSE,5.97789,2,7.191375,-0.100538823,6.388845728,9.269576735,SP2,0.89116,4.4741875,7.694653284,181.862,181.862,1.086059496,187.2,1.086133252,0,0,0
165_NWChem_1JCH_mulliken,[H]c1nc([H])nc2nc([H])n([H])c12,10,TRUE,FALSE,5.92722,2,6.249125,-0.073943824,6.942073344,9.914434595,SP2,0.87696,4.0030625,7.817422161,206.9582,206.9582,1.084658875,187.2,-7.952074793,0,0,0
165_NWChem_1JCH_mulliken,[H]c1nc([H])nc2nc([H])n([H])c12,12,TRUE,FALSE,5.86947,2,6.4290625,-0.062086875,6.592290214,9.509881606,SP2,0.88199,4.09303125,7.766273211,211.227,211.227,1.080124358,213,5.991528919,0,0,0
166_NWChem_1JCH_mulliken,[H]C=1c2c([H])c([H])c([H])c([H])c2(OC(=O)C=1([H])),11,TRUE,FALSE,6.14297,2,8.10625,0,5.571178647,8.308449786,SP2,0.89716,4.931625,7.557343693,160.057,160.057,1.084087997,162.9,-0.57987555,0,0,0
166_NWChem_1JCH_mulliken,[H]C=1c2c([H])c([H])c([H])c([H])c2(OC(=O)C=1([H])),16,FALSE,FALSE,6.06547,2,8.1244375,0,5.616584251,8.36039054,SP2,0.88981,4.94071875,7.558463131,160.8096,160.8096,1.084861441,164.3,-0.84044325,0,0,0
166_NWChem_1JCH_mulliken,[H]C=1c2c([H])c([H])c([H])c([H])c2(OC(=O)C=1([H])),13,TRUE,FALSE,6.0898,2,7.36290625,0,5.515516455,8.242934742,SP2,0.88992,4.559953125,7.553726126,161.0369,161.0369,1.083219795,164.3,-0.785722662,0,0,0
166_NWChem_1JCH_mulliken,[H]C=1c2c([H])c([H])c([H])c([H])c2(OC(=O)C=1([H])),12,TRUE,FALSE,6.11994,2,7.4723125,-0.01923462,5.501430132,8.22669803,SP2,0.89188,4.61465625,7.553356325,162.4689,162.4689,1.0825937,164.3,0.203814492,0,0,0
166_NWChem_1JCH_mulliken,[H]C=1c2c([H])c([H])c([H])c([H])c2(OC(=O)C=1([H])),14,TRUE,FALSE,6.15208,2,7.8874375,-0.02170754,5.740065983,8.507351993,SP2,0.87356,4.82221875,7.569309395,164.9567,164.9567,1.082168351,165.3,0.969738473,0,0,0
166_NWChem_1JCH_mulliken,[H]C=1c2c([H])c([H])c([H])c([H])c2(OC(=O)C=1([H])),15,FALSE,FALSE,6.17621,2,7.18046875,-0.089720867,6.070050402,8.89225092,SP2,0.87549,4.468734375,7.59017549,172.3403,172.3403,1.081087563,172.4,-1.728014604,0,0,0
168_NWChem_1JCH_mulliken,[H]C(=O)c1c([H])c([H])c([H])c2c([H])c([H])c([H])c([H])c12,12,TRUE,FALSE,6.14099,2,8.6826875,0,5.560583982,8.296899687,SP2,0.91317,5.21984375,7.557077614,158.1879,158.1879,1.080816134,164,-1.178809528,0,0,0
168_NWChem_1JCH_mulliken,[H]C(=O)c1c([H])c([H])c([H])c2c([H])c([H])c([H])c([H])c12,16,TRUE,FALSE,6.13345,2,8.503875,0,5.555472204,8.291197285,SP2,0.89759,5.1304375,7.556961971,158.8784,158.8784,1.084538511,161,-1.162884335,0,0,0
168_NWChem_1JCH_mulliken,[H]C(=O)c1c([H])c([H])c([H])c2c([H])c([H])c([H])c([H])c12,15,TRUE,FALSE,6.1515,2,8.503875,0,5.555301958,8.291025539,SP2,0.89946,5.1304375,7.556960606,159.4279,159.4279,1.084282239,161,-0.956294633,0,0,0
168_NWChem_1JCH_mulliken,[H]C(=O)c1c([H])c([H])c([H])c2c([H])c([H])c([H])c([H])c12,13,TRUE,FALSE,6.1226,2,7.76053125,0,5.499659385,8.22575123,SP2,0.89405,4.758765625,7.553348327,159.9254,159.9254,1.083491192,160,-0.839549361,0,0,0
168_NWChem_1JCH_mulliken,[H]C(=O)c1c([H])c([H])c([H])c2c([H])c([H])c([H])c([H])c12,14,TRUE,FALSE,6.12165,2,7.671125,0,5.499492176,8.225581335,SP2,0.89347,4.7140625,7.553346955,160.7239,160.7239,1.083162609,162,0.279510028,0,0,0
168_NWChem_1JCH_mulliken,[H]C(=O)c1c([H])c([H])c([H])c2c([H])c([H])c([H])c([H])c12,17,TRUE,FALSE,6.13343,2,7.93934375,0,5.504860882,8.23154157,SP2,0.88974,4.848171875,7.553463542,162.0062,162.0062,1.08306754,164,0.208762696,0,0,0
168_NWChem_1JCH_mulliken,[H]C(=O)c1c([H])c([H])c([H])c2c([H])c([H])c([H])c([H])c12,18,TRUE,FALSE,6.10046,2,8.29696875,0,5.580383714,8.319196014,SP2,0.85996,5.026984375,7.557561319,164.7961,164.7961,1.083033285,159,-1.377532151,0,0,0
169_NWChem_1JCH_mulliken,[H]C(=O)c1c([H])c([H])c2c([H])c([H])c([H])c([H])c2(c1([H])),17,TRUE,FALSE,6.17556,2,8.29696875,0,5.580290839,8.319091391,SP2,0.89291,5.026984375,7.557559032,158.1522,158.1522,1.084852383,164,-0.50576007,0,0,0
169_NWChem_1JCH_mulliken,[H]C(=O)c1c([H])c([H])c2c([H])c([H])c([H])c([H])c2(c1([H])),15,TRUE,FALSE,6.15385,2,8.41446875,0,5.555132185,8.290853246,SP2,0.89848,5.085734375,7.556959214,159.6542,159.6542,1.084150386,161,-0.742236103,0,0,0
169_NWChem_1JCH_mulliken,[H]C(=O)c1c([H])c([H])c2c([H])c([H])c([H])c([H])c2(c1([H])),14,TRUE,FALSE,6.10667,2,7.626421875,0,5.499487106,8.225577188,SP2,0.89327,4.691710938,7.553346944,159.6683,159.6683,1.083530395,161,-0.531595721,0,0,0
169_NWChem_1JCH_mulliken,[H]C(=O)c1c([H])c([H])c2c([H])c([H])c([H])c([H])c2(c1([H])),16,TRUE,FALSE,6.18122,2,8.6826875,0,5.560516082,8.29682309,SP2,0.89723,5.21984375,7.557076006,160.08,160.08,1.084080606,162,-0.706520292,0,0,0
169_NWChem_1JCH_mulliken,[H]C(=O)c1c([H])c([H])c2c([H])c([H])c([H])c([H])c2(c1([H])),13,TRUE,FALSE,6.11413,2,7.671125,0,5.499489602,8.225579238,SP2,0.89338,4.7140625,7.553346949,160.4994,160.4994,1.083289285,162,-0.252794457,0,0,0
169_NWChem_1JCH_mulliken,[H]C(=O)c1c([H])c([H])c2c([H])c([H])c([H])c([H])c2(c1([H])),12,TRUE,FALSE,6.14283,2,8.503875,0,5.55529987,8.29102342,SP2,0.89466,5.1304375,7.556960589,160.6497,160.6497,1.084052696,161,-0.718593689,0,0,0
169_NWChem_1JCH_mulliken,[H]C(=O)c1c([H])c([H])c2c([H])c([H])c([H])c([H])c2(c1([H])),18,TRUE,FALSE,6.15996,2,9.0403125,0,5.636194988,8.384551372,SP2,0.86717,5.39865625,7.561178384,163.9468,163.9468,1.084140074,161,-0.904127474,0,0,0
170_NWChem_1JCH_mulliken,[H]c1c2c(c([H])c([H])c1([H]))c([H])c([H])c([H])c2N([H])[H],17,TRUE,FALSE,6.20535,2,8.14071875,-0.319797846,5.637541771,8.387365037,SP2,0.9134,4.948859375,7.562916904,154.446,154.446,1.084900262,156,-1.196011612,0,0,0
170_NWChem_1JCH_mulliken,[H]c1c2c(c([H])c([H])c1([H]))c([H])c([H])c([H])c2N([H])[H],11,TRUE,FALSE,6.14678,2,8.6045625,0,5.567686337,8.304474489,SP2,0.91847,5.18078125,7.557260974,154.6662,154.6662,1.082936385,156,-1.233334461,0,0,0
170_NWChem_1JCH_mulliken,[H]c1c2c(c([H])c([H])c1([H]))c([H])c([H])c([H])c2N([H])[H],16,TRUE,FALSE,6.13707,2,7.86121875,0,5.512080334,8.239012823,SP2,0.90049,4.809109375,7.553644118,157.4591,157.4591,1.083749159,159,-0.882317612,0,0,0
170_NWChem_1JCH_mulliken,[H]c1c2c(c([H])c([H])c1([H]))c([H])c([H])c([H])c2N([H])[H],14,TRUE,FALSE,6.15939,2,8.4648125,-0.039714834,5.556234722,8.291298089,SP2,0.90153,5.11090625,7.556962983,158.0944,158.0944,1.084459897,160,-1.339766679,0,0,0
170_NWChem_1JCH_mulliken,[H]c1c2c(c([H])c([H])c1([H]))c([H])c([H])c([H])c2N([H])[H],13,TRUE,FALSE,6.12283,2,7.65159375,0,5.500401586,8.225588399,SP2,0.89805,4.704296875,7.553346973,158.7271,158.7271,1.083596849,160,0.004245171,0,0,0
170_NWChem_1JCH_mulliken,[H]c1c2c(c([H])c([H])c1([H]))c([H])c([H])c([H])c2N([H])[H],12,TRUE,FALSE,6.13199,2,7.72146875,-0.039235481,5.500800159,8.226020077,SP2,0.89909,4.739234375,7.55335067,159.3313,159.3313,1.083438255,159,-0.210584999,0,0,0
