rowID,Mol ID,SMILES,Atom ID,Aromatic,Strained,C_Mulliken Charge,AtomDegree,C_Effective Atom Polarizability,C_Partial Pi Charge ,C_Pi Electronegativity,C_SigmaElectonegativity,Hybridization,H_mulliken_charge,H_Effective Atom Polarizability,H_sigmaElectroNegativityDescriptor,NWChem,Avg_NWChem,BondLength,Exp1JCH,SigmaDeltaTheta,SigmaAbsDelthaTheta,Omega,MaxDeltaTheta
82,16_NWChem_1JCH_mulliken,[H]C1([H])(C([H])([H])C2([H])(C([H])([H])C2([H])(C1([H])([H])))),a13,FALSE,TRUE,6.09319,3,7.0615,0,0,7.637830922,SP3,0.88611,4.25625,7.357526537,166.6514,166.6777,1.083618999,166,42.70495633,59.28722887,124.4625047,49.57895067
83,16_NWChem_1JCH_mulliken,[H]C1([H])(C([H])([H])C2([H])(C([H])([H])C2([H])(C1([H])([H])))),a14,FALSE,TRUE,6.09313,3,7.0615,0,0,7.637830922,SP3,0.8861,4.25625,7.357526537,166.704,166.6777,1.083620971,166,42.76014277,59.2052507,124.5074265,49.56824557
84,17_NWChem_1JCH_mulliken,[H]C1([H])(C2([H])(C([H])([H])C12([H]))),a6,FALSE,TRUE,6.19792,2,5.0785,0,0,7.555933592,SP3,0.89522,3.26475,7.337486894,151.6498,151.6498,1.08609823,153,30.15641722,69.49261732,121.3673713,49.82451727
85,17_NWChem_1JCH_mulliken,[H]C1([H])(C2([H])(C([H])([H])C12([H]))),a5,FALSE,TRUE,6.19792,2,5.0785,0,0,7.555933592,SP3,0.89825,3.26475,7.337486894,170.7744,170.7744,1.090458816,169,35.07308712,64.57594743,124.3437292,49.82451727
86,17_NWChem_1JCH_mulliken,[H]C1([H])(C2([H])(C([H])([H])C12([H]))),a7,FALSE,TRUE,6.12059,3,5.6105,0,0,7.640089676,SP3,0.88801,3.53075,7.357570073,208.7707,208.7707,1.077071949,205,109.4050567,109.4050567,137.4112275,49.29274136
87,18_NWChem_1JCH_mulliken,[H]C1([H])(C([H])([H])C2([H])(C([H])([H])C([H])([H])C1([H])C2([H])([H]))),a8,FALSE,FALSE,6.22493,2,6.989,0,0,7.528224562,SP3,0.89283,4.22,7.335911343,128.5902,129.8631,1.093001998,132,0.452727725,12.28077297,124.9327318,6.366750347
88,18_NWChem_1JCH_mulliken,[H]C1([H])(C([H])([H])C2([H])(C([H])([H])C([H])([H])C1([H])C2([H])([H]))),a9,FALSE,FALSE,6.22493,2,6.989,0,0,7.528224562,SP3,0.89899,4.22,7.335911343,131.136,129.8631,1.092542348,132,3.589869778,9.143630915,125.7676777,6.366750347
89,18_NWChem_1JCH_mulliken,[H]C1([H])(C([H])([H])C2([H])(C([H])([H])C([H])([H])C1([H])C2([H])([H]))),a18,FALSE,FALSE,6.25373,2,7.255,0,0,7.551541667,SP3,0.89002,4.353,7.337400452,131.8759,131.8759,1.093378971,132,7.493306618,22.8128909,125.5705551,15.15309876
90,18_NWChem_1JCH_mulliken,[H]C1([H])(C([H])([H])C2([H])(C([H])([H])C([H])([H])C1([H])C2([H])([H]))),a12,FALSE,FALSE,6.05938,3,7.88375,0,0,7.612338994,SP3,0.89025,4.667375,7.355990677,140.8177,140.8177,1.091353823,141,16.82340067,16.82340067,132.0264761,7.955534098
91,189_NWChem_1JCH_mulliken,[H]C([H])([H])S(O)(O)C([H])([H])[H],a7,FALSE,FALSE,6.49759,1,7.10475,0,0,8.12359538,SP3,0.85436,4.277875,7.399292889,140.1004,140.5482667,1.088798086,140,3.304508682,5.075081307,121.854658,3.922697072
92,189_NWChem_1JCH_mulliken,[H]C([H])([H])S(O)(O)C([H])([H])[H],a6,FALSE,FALSE,6.49759,1,7.10475,0,0,8.12359538,SP3,0.82375,4.277875,7.399292889,141.444,140.5482667,1.089429466,140,-1.958895039,3.02728673,119.0367917,0.267097923
93,19_NWChem_1JCH_mulliken,[H]C1([H])(C([H])([H])C2([H])(C([H])([H])C([H])([H])C1([H])C([H])([H])C2([H])([H]))),a16,FALSE,FALSE,6.03948,3,8.294875,0,0,7.610274462,SP3,0.89187,4.8729375,7.3559483,132.9534,132.95445,1.094252913,134.3,0.655178782,0.655178782,125.5751043,0.268397442
94,19_NWChem_1JCH_mulliken,[H]C1([H])(C([H])([H])C2([H])(C([H])([H])C([H])([H])C1([H])C([H])([H])C2([H])([H]))),a13,FALSE,FALSE,6.03947,3,8.294875,0,0,7.610274462,SP3,0.89187,4.8729375,7.3559483,132.9555,132.95445,1.094252513,134.3,0.656296735,0.656296735,125.5717668,0.251031066
95,2_NWChem_1JCH_mulliken,[H]C([H])([H])C([H])([H])[H],a3,FALSE,FALSE,6.29936,1,3.8695,0,0,7.366614523,SP3,0.90021,2.66025,7.310650595,125.0636,125.0636,1.09278304,124.9,-1.819562497,5.703501227,120.6305982,1.941969365
96,2_NWChem_1JCH_mulliken,[H]C([H])([H])C([H])([H])[H],a5,FALSE,FALSE,6.29936,1,3.8695,0,0,7.366614523,SP3,0.90021,2.66025,7.310650595,125.0636,125.0636,1.09278304,124.9,-1.819562534,5.703501169,120.6305981,1.941969317
97,20_NWChem_1JCH_mulliken,[H]C2([H])(C1([H])(C3([H])(C1([H])C4([H])(C2([H])C34([H]))))),a14,FALSE,FALSE,6.15841,2,6.868,0,0,7.560592497,SP3,0.90584,4.1595,7.337574934,130.6553,130.6553,1.094164435,133,4.989867574,16.22142478,125.6560095,10.60564618
98,20_NWChem_1JCH_mulliken,[H]C2([H])(C1([H])(C3([H])(C1([H])C4([H])(C2([H])C34([H]))))),a8,FALSE,TRUE,6.10954,3,7.30325,0,0,7.672432902,SP3,0.88557,4.377125,7.359239177,166.8517,166.8517,1.082664416,166,47.36785099,51.65415659,124.038572,49.51100379
99,20_NWChem_1JCH_mulliken,[H]C2([H])(C1([H])(C3([H])(C1([H])C4([H])(C2([H])C34([H]))))),a9,FALSE,TRUE,6.12008,3,7.2065,0,0,7.697921315,SP3,0.88985,4.32875,7.360777876,184.8511,184.8511,1.080257262,185,74.00087051,74.00087051,134.0932931,49.44949811
100,203_NWChem_1JCH_mulliken,[H]C([H])([H])NNN,a6,FALSE,FALSE,6.20141,1,4.5265,0,0,8.187632604,SP3,0.88809,2.98875,7.431637749,134.346,140.4733333,1.091803267,142.5,2.610349865,2.610349865,124.2554881,1.005248813
101,203_NWChem_1JCH_mulliken,[H]C([H])([H])NNN,a7,FALSE,FALSE,6.20141,1,4.5265,0,0,8.187632604,SP3,0.86906,2.98875,7.431637749,143.4021,140.4733333,1.091436463,142.5,-1.806489416,4.336180541,122.4632632,0.991296791
102,203_NWChem_1JCH_mulliken,[H]C([H])([H])NNN,a5,FALSE,FALSE,6.20141,1,4.5265,0,0,8.187632604,SP3,0.86824,2.98875,7.431637749,143.6719,140.4733333,1.090897809,142.5,-2.20790784,3.934762117,122.2129245,0.613804261
103,204_NWChem_1JCH_mulliken,[H]C([H])(NNN)NNN,a8,FALSE,FALSE,5.96022,2,6.441,0,0,9.10525639,SP3,0.87793,3.946,7.575533614,151.562,151.562,1.097907666,162.5,2.045219677,6.890165796,125.4616489,4.467692736
104,205_NWChem_1JCH_mulliken,[H]C(NNN)(NNN)NNN,a9,FALSE,FALSE,5.80314,3,8.3555,0,0,10.02974489,SP3,0.89849,4.90325,7.722374299,154.1471,154.1471,1.09568903,183.5,5.011478885,5.011478885,127.651801,1.670493167
105,207_NWChem_1JCH_mulliken,[H]N([H])C(=O)C([H])([H])[H],6,FALSE,FALSE,6.39599,1,4.5775,0,0,8.060995832,SP3,0.8799,3.01425,7.368748113,123.2619,127.5635,1.093072232,129,-0.378902214,2.159551155,123.4168742,0.63930037
106,207_NWChem_1JCH_mulliken,[H]N([H])C(=O)C([H])([H])[H],4,FALSE,FALSE,6.39599,1,4.5775,0,0,8.060995832,SP3,0.8792,3.01425,7.368748113,123.274,127.5635,1.093107747,129,-0.488081057,2.209158342,123.4017157,0.63930037
107,207_NWChem_1JCH_mulliken,[H]N([H])C(=O)C([H])([H])[H],5,FALSE,FALSE,6.39599,1,4.5775,0,0,8.060995832,SP3,0.85441,3.01425,7.368748113,136.1546,127.5635,1.087262044,129,-1.104296246,4.131396522,123.8778884,1.513550138
108,21_NWChem_1JCH_mulliken,[H]C1([H])(C2([H])(C([H])([H])C1([H])C2([H])([H]))),a11,FALSE,TRUE,6.20945,2,5.804,0,0,7.551792927,SP3,0.89782,3.6275,7.337401928,144.1699,144.1728667,1.092360761,144,20.86063203,49.47708036,124.2085181,35.1688562
109,21_NWChem_1JCH_mulliken,[H]C1([H])(C2([H])(C([H])([H])C1([H])C2([H])([H]))),a8,FALSE,TRUE,6.20945,2,5.804,0,0,7.551792927,SP3,0.89782,3.6275,7.337401928,144.1701,144.1728667,1.092360758,144,20.86063246,49.4770799,124.2085185,35.16885618
110,21_NWChem_1JCH_mulliken,[H]C1([H])(C2([H])(C([H])([H])C1([H])C2([H])([H]))),a12,FALSE,TRUE,6.20945,2,5.804,0,0,7.551792927,SP3,0.89782,3.6275,7.337401928,144.1702,144.1728667,1.092360753,144,20.86063319,49.47707962,124.2085183,35.1688564
111,21_NWChem_1JCH_mulliken,[H]C1([H])(C2([H])(C([H])([H])C1([H])C2([H])([H]))),a10,FALSE,TRUE,6.20945,2,5.804,0,0,7.551792927,SP3,0.89781,3.6275,7.337401928,144.1756,144.1728667,1.092342138,144,20.86423498,49.47347741,124.2109614,35.1688562
112,21_NWChem_1JCH_mulliken,[H]C1([H])(C2([H])(C([H])([H])C1([H])C2([H])([H]))),a7,FALSE,TRUE,6.20945,2,5.804,0,0,7.551792927,SP3,0.89781,3.6275,7.337401928,144.1757,144.1728667,1.092342141,144,20.86423442,49.47347794,124.2109611,35.16885618
113,21_NWChem_1JCH_mulliken,[H]C1([H])(C2([H])(C([H])([H])C1([H])C2([H])([H]))),a13,FALSE,TRUE,6.20945,2,5.804,0,0,7.551792927,SP3,0.89781,3.6275,7.337401928,144.1757,144.1728667,1.09234214,144,20.86423477,49.47347804,124.2109607,35.1688564
114,21_NWChem_1JCH_mulliken,[H]C1([H])(C2([H])(C([H])([H])C1([H])C2([H])([H]))),a6,FALSE,TRUE,6.0935,3,6.43275,0,0,7.616471984,SP3,0.89887,3.941875,7.356075441,163.2186,163.2186,1.09029215,164,66.50270867,66.50270867,146.5788994,22.16756969
115,210_NWChem_1JCH_mulliken,[H]C([H])([H])OC(=O)C([H])([H])[H],8,FALSE,FALSE,6.37177,1,4.580125,0,0,8.177536099,SP3,0.87274,3.0155625,7.375452003,126.3918,129.0215,1.091785054,130,-1.095777994,1.095777994,123.3555046,4.9E-324
116,210_NWChem_1JCH_mulliken,[H]C([H])([H])OC(=O)C([H])([H])[H],10,FALSE,FALSE,6.37177,1,4.580125,0,0,8.177536099,SP3,0.87278,3.0155625,7.375452003,126.4485,129.0215,1.091739606,130,-1.039516097,1.039516097,123.3764397,4.9E-324
117,210_NWChem_1JCH_mulliken,[H]C([H])([H])OC(=O)C([H])([H])[H],9,FALSE,FALSE,6.37177,1,4.580125,0,0,8.177536099,SP3,0.86924,3.0155625,7.375452003,134.2242,129.0215,1.0871605,130,1.073229489,3.107204973,124.9603633,2.090217231
118,210_NWChem_1JCH_mulliken,[H]C([H])([H])OC(=O)C([H])([H])[H],6,FALSE,FALSE,6.12191,1,4.106125,0,0,8.404916349,SP3,0.88136,2.7785625,7.498911601,144.1155,145.3743333,1.087460624,146,-1.663176035,2.401351512,121.4567414,0.369087738
119,210_NWChem_1JCH_mulliken,[H]C([H])([H])OC(=O)C([H])([H])[H],5,FALSE,FALSE,6.12191,1,4.106125,0,0,8.404916349,SP3,0.87612,2.7785625,7.498911601,146.0012,145.3743333,1.08998544,146,1.830578611,6.208325881,124.7524402,4.019452246
120,210_NWChem_1JCH_mulliken,[H]C([H])([H])OC(=O)C([H])([H])[H],7,FALSE,FALSE,6.12191,1,4.106125,0,0,8.404916349,SP3,0.87611,2.7785625,7.498911601,146.0063,145.3743333,1.089982382,146,1.830694925,6.208209566,124.7524629,4.019452246
121,216_NWChem_1JCH_mulliken,[H]C1([H])(OC([H])([H])C([H])([H])C1([H])([H])),a10,FALSE,FALSE,6.2297,2,5.7975,0,0,7.729998569,SP3,0.89369,3.62425,7.349262148,129.2743,130.7801,1.091468786,133.2,1.526285659,9.759252861,125.1019944,5.64276926
122,216_NWChem_1JCH_mulliken,[H]C1([H])(OC([H])([H])C([H])([H])C1([H])([H])),a9,FALSE,FALSE,6.19815,2,5.7975,0,0,7.729998569,SP3,0.89787,3.62425,7.349262148,130.2129,130.7801,1.091525452,133.2,5.046871806,7.975629918,126.6142823,6.511250862
123,216_NWChem_1JCH_mulliken,[H]C1([H])(OC([H])([H])C([H])([H])C1([H])([H])),a8,FALSE,FALSE,6.19815,2,5.7975,0,0,7.729998569,SP3,0.89162,3.62425,7.349262148,131.3247,130.7801,1.09145287,133.2,0.01608615,13.00641557,123.6774444,6.511250862
124,216_NWChem_1JCH_mulliken,[H]C1([H])(OC([H])([H])C([H])([H])C1([H])([H])),a11,FALSE,FALSE,6.2297,2,5.7975,0,0,7.729998569,SP3,0.88911,3.62425,7.349262148,132.3085,130.7801,1.090606545,133.2,2.053427204,9.232111316,125.5944281,5.64276926
125,216_NWChem_1JCH_mulliken,[H]C1([H])(OC([H])([H])C([H])([H])C1([H])([H])),a7,FALSE,FALSE,6.00421,2,5.404,0,0,8.422456168,SP3,0.92053,3.4275,7.517463711,139.3011,143.79935,1.099919815,144.6,1.626285177,11.11155865,123.980229,4.678855059
126,216_NWChem_1JCH_mulliken,[H]C1([H])(OC([H])([H])C([H])([H])C1([H])([H])),a12,FALSE,FALSE,5.99977,2,5.404,0,0,8.422456168,SP3,0.91588,3.4275,7.517463711,142.0622,143.79935,1.097592219,144.6,0.657424331,9.011125581,123.0244221,2.777750261
127,216_NWChem_1JCH_mulliken,[H]C1([H])(OC([H])([H])C([H])([H])C1([H])([H])),a13,FALSE,FALSE,5.99977,2,5.404,0,0,8.422456168,SP3,0.89561,3.4275,7.517463711,146.7724,143.79935,1.090668347,144.6,1.17183289,4.383667633,121.5587473,2.777750261
128,216_NWChem_1JCH_mulliken,[H]C1([H])(OC([H])([H])C([H])([H])C1([H])([H])),a6,FALSE,FALSE,6.00421,2,5.404,0,0,8.422456168,SP3,0.88968,3.4275,7.517463711,147.0617,143.79935,1.090545507,144.6,2.328579326,7.029130792,122.4030746,4.678855059
129,217_NWChem_1JCH_mulliken,[H]N1C([H])([H])C([H])([H])C([H])([H])C1([H])([H]),a8,FALSE,FALSE,6.20008,2,6.10925,0,0,7.622201778,SP3,0.90763,3.780125,7.342964235,126.2062,129.035475,1.094801501,131.4,0.143078608,15.03552419,123.3594587,7.5893014
130,217_NWChem_1JCH_mulliken,[H]N1C([H])([H])C([H])([H])C([H])([H])C1([H])([H]),a10,FALSE,FALSE,6.2237,2,6.10925,0,0,7.622201778,SP3,0.89544,3.780125,7.342964235,127.1742,129.035475,1.09383897,131.4,-0.924863265,13.20911878,123.3322995,6.142127755
131,217_NWChem_1JCH_mulliken,[H]N1C([H])([H])C([H])([H])C([H])([H])C1([H])([H]),a13,FALSE,FALSE,6.09556,2,6.0275,0,0,7.942727972,SP3,0.91996,3.73925,7.433558254,129.4877,136.781475,1.096056492,139.1,0.355813305,7.288516553,124.4788229,3.822164929
132,217_NWChem_1JCH_mulliken,[H]N1C([H])([H])C([H])([H])C([H])([H])C1([H])([H]),a9,FALSE,FALSE,6.20008,2,6.10925,0,0,7.622201778,SP3,0.8906,3.780125,7.342964235,131.1536,129.035475,1.092272641,131.4,5.982328495,9.196274306,127.5384302,7.5893014
133,217_NWChem_1JCH_mulliken,[H]N1C([H])([H])C([H])([H])C([H])([H])C1([H])([H]),a11,FALSE,FALSE,6.2237,2,6.10925,0,0,7.622201778,SP3,0.89101,3.780125,7.342964235,131.6079,129.035475,1.091590861,131.4,5.226753598,7.057501913,126.2732184,6.142127755
134,217_NWChem_1JCH_mulliken,[H]N1C([H])([H])C([H])([H])C([H])([H])C1([H])([H]),a6,FALSE,FALSE,6.10754,2,6.0275,0,0,7.942727972,SP3,0.90421,3.73925,7.433558254,133.0835,136.781475,1.092380726,139.1,2.742604939,4.236202621,123.9434226,3.48940378
135,217_NWChem_1JCH_mulliken,[H]N1C([H])([H])C([H])([H])C([H])([H])C1([H])([H]),a7,FALSE,FALSE,6.10754,2,6.0275,0,0,7.942727972,SP3,0.90466,3.73925,7.433558254,140.6735,136.781475,1.095974822,139.1,-1.546702631,8.52551019,123.2499825,3.48940378
136,217_NWChem_1JCH_mulliken,[H]N1C([H])([H])C([H])([H])C([H])([H])C1([H])([H]),a12,FALSE,FALSE,6.09556,2,6.0275,0,0,7.942727972,SP3,0.88945,3.73925,7.433558254,143.8812,136.781475,1.093573927,139.1,1.301398759,6.342931099,124.8549108,3.822164929
137,218_NWChem_1JCH_mulliken,[H]C1([H])(C([H])([H])C([H])([H])SC1([H])([H])),a8,FALSE,FALSE,6.16292,2,7.0655,0,0,7.586392591,SP3,0.89468,4.25825,7.340154301,128.3915,128.91355,1.094019756,126.3,-1.412709025,6.649573347,123.6834643,2.618432161
138,218_NWChem_1JCH_mulliken,[H]C1([H])(C([H])([H])C([H])([H])SC1([H])([H])),a9,FALSE,FALSE,6.16292,2,7.0655,0,0,7.586392591,SP3,0.88494,4.25825,7.340154301,129.4356,128.91355,1.093696135,126.3,2.14192724,3.094937082,124.5538784,2.618432161
139,218_NWChem_1JCH_mulliken,[H]C1([H])(C([H])([H])C([H])([H])SC1([H])([H])),a6,FALSE,FALSE,6.38785,2,7.94,0,0,7.922298472,SP3,0.86609,4.6955,7.403997759,142.3996,142.71405,1.09108992,142.1,0.635231927,6.918063774,121.3997929,3.194375141
140,218_NWChem_1JCH_mulliken,[H]C1([H])(C([H])([H])C([H])([H])SC1([H])([H])),a7,FALSE,FALSE,6.38785,2,7.94,0,0,7.922298472,SP3,0.85642,4.6955,7.403997759,143.0285,142.71405,1.089895527,142.1,1.867261652,5.713840167,121.4185318,3.194375141
141,22_NWChem_1JCH_mulliken,[H]C1([H])(C([H])([H])C2([H])(C3([H])(C([H])(C1([H])([H]))C23([H])))),a10,FALSE,FALSE,6.16681,2,6.843875,0,0,7.530622803,SP3,0.90448,4.1474375,7.335955908,125.4723,125.74495,1.094674589,125,-2.166181773,2.863039046,122.405019,0.348428637
142,22_NWChem_1JCH_mulliken,[H]C1([H])(C([H])([H])C2([H])(C3([H])(C([H])(C1([H])([H]))C23([H])))),a17,FALSE,FALSE,6.20256,2,6.62625,0,0,7.505056339,SP3,0.90735,4.038625,7.334424291,125.9519,127.1086,1.094345744,125,-5.375679927,5.375679927,121.0331715,4.9E-324
143,22_NWChem_1JCH_mulliken,[H]C1([H])(C([H])([H])C2([H])(C3([H])(C([H])(C1([H])([H]))C23([H])))),a11,FALSE,FALSE,6.16681,2,6.843875,0,0,7.530622803,SP3,0.90941,4.1474375,7.335955908,126.0176,125.74495,1.09578716,125,-1.647162565,1.647162565,121.8384712,4.9E-324
144,22_NWChem_1JCH_mulliken,[H]C1([H])(C([H])([H])C2([H])(C3([H])(C([H])(C1([H])([H]))C23([H])))),a16,FALSE,FALSE,6.20256,2,6.62625,0,0,7.505056339,SP3,0.893,4.038625,7.334424291,128.2653,127.1086,1.093470411,125,0.467153973,5.34997833,123.0457286,1.454283076
145,22_NWChem_1JCH_mulliken,[H]C1([H])(C([H])([H])C2([H])(C3([H])(C([H])(C1([H])([H]))C23([H])))),a9,FALSE,TRUE,6.06849,3,7.134,0,0,7.670039413,SP3,0.89336,4.2925,7.359194836,153.3308,153.3308,1.087862253,156,29.01730184,70.9332338,119.4457411,49.97526782
146,22_NWChem_1JCH_mulliken,[H]C1([H])(C([H])([H])C2([H])(C3([H])(C([H])(C1([H])([H]))C23([H])))),a8,FALSE,TRUE,6.16186,3,7.03725,0,0,7.695578371,SP3,0.88254,4.244125,7.360733584,203.8092,204.30925,1.07836636,205,109.2409353,109.2409353,137.4757303,48.93034226
147,22_NWChem_1JCH_mulliken,[H]C1([H])(C([H])([H])C2([H])(C3([H])(C([H])(C1([H])([H]))C23([H])))),a15,FALSE,TRUE,6.18312,3,7.03725,0,0,7.695578371,SP3,0.88444,4.244125,7.360733584,204.8093,204.30925,1.077987857,205,111.1400242,111.1400242,137.5174051,49.50438992
148,221_NWChem_1JCH_mulliken,[H]C([H])([H])S(O)C([H])([H])[H],a5,FALSE,FALSE,6.5001,1,6.8695,0,0,7.976575551,SP3,0.87435,4.16025,7.390633801,134.8367,139.5005,1.091130854,138,3.159680864,3.994265984,122.7210321,2.999397901
149,221_NWChem_1JCH_mulliken,[H]C([H])([H])S(O)C([H])([H])[H],a6,FALSE,FALSE,6.5001,1,6.8695,0,0,7.976575551,SP3,0.84247,4.16025,7.390633801,141.3156,139.5005,1.089316153,138,-1.875875157,3.031026204,119.550564,0.577575524
150,221_NWChem_1JCH_mulliken,[H]C([H])([H])S(O)C([H])([H])[H],a7,FALSE,FALSE,6.5001,1,6.8695,0,0,7.976575551,SP3,0.85024,4.16025,7.390633801,142.3492,139.5005,1.090355041,138,1.909822694,4.088973107,121.4213014,2.999397901
151,222_NWChem_1JCH_mulliken,[H]OC(=O)C([H])([H])[H],5,FALSE,FALSE,6.36616,1,4.26575,0,0,8.175834528,SP3,0.86623,2.858375,7.375416473,126.68,129.5234667,1.091893301,130,-1.157542074,1.157542074,123.0938132,4.9E-324
152,222_NWChem_1JCH_mulliken,[H]OC(=O)C([H])([H])[H],6,FALSE,FALSE,6.36616,1,4.26575,0,0,8.175834528,SP3,0.86621,2.858375,7.375416473,126.6847,129.5234667,1.091894433,130,-1.158298398,1.158298398,123.0926213,4.9E-324
153,222_NWChem_1JCH_mulliken,[H]OC(=O)C([H])([H])[H],7,FALSE,FALSE,6.36616,1,4.26575,0,0,8.175834528,SP3,0.86559,2.858375,7.375416473,135.2057,129.5234667,1.08682953,130,1.438273223,2.836352652,125.1662904,2.137312938
154,223_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c([H])c(c1([H]))SC([H])([H])[H],13,FALSE,FALSE,6.47056,1,7.38634375,0,0,7.856809333,SP3,0.86004,4.418671875,7.383926746,134.8968,140.7858667,1.09049757,139,-3.525763473,3.525763473,119.5675755,4.9E-324
155,223_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c([H])c(c1([H]))SC([H])([H])[H],14,FALSE,FALSE,6.47056,1,7.38634375,0,0,7.856809333,SP3,0.85773,4.418671875,7.383926746,143.7304,140.7858667,1.089487949,139,1.988704734,4.831452279,123.1632917,3.219181675
156,23_NWChem_1JCH_mulliken,[H]C1([H])(C([H])([H])C2([H])(C3([H])(C1([H])C23([H])))),a11,FALSE,FALSE,6.17452,2,6.43275,0,0,7.532809634,SP3,0.90546,3.941875,7.335998859,130.6311,130.6329,1.093009324,132,3.302943363,12.92643995,126.0195454,8.114691658
157,23_NWChem_1JCH_mulliken,[H]C1([H])(C([H])([H])C2([H])(C3([H])(C1([H])C23([H])))),a10,FALSE,FALSE,6.17452,2,6.43275,0,0,7.532809634,SP3,0.90549,3.941875,7.335998859,130.6347,130.6329,1.09300355,132,3.298656079,12.93072724,126.0158352,8.114691658
158,23_NWChem_1JCH_mulliken,[H]C1([H])(C([H])([H])C2([H])(C3([H])(C1([H])C23([H])))),a7,FALSE,TRUE,6.08439,3,6.77125,0,0,7.670103377,SP3,0.89053,4.111125,7.359195205,164.5663,164.5663,1.084082571,163,49.25523452,52.58695839,124.7715626,50.92109646
159,23_NWChem_1JCH_mulliken,[H]C1([H])(C([H])([H])C2([H])(C3([H])(C1([H])C23([H])))),a8,FALSE,TRUE,6.15228,3,6.6745,0,0,7.695579504,SP3,0.88732,4.06275,7.360733584,215.5743,215.5743,1.076107595,212,115.4558907,115.4558907,143.0826866,48.76350682
160,24_NWChem_1JCH_mulliken,[H]C1([H])(C2([H])(C3([H])(C1([H])C23([H])))),a7,FALSE,TRUE,6.13268,3,5.949,0,0,7.695709614,SP3,0.89393,3.7,7.360734328,225.7716,225.77865,1.074352166,212,125.3969489,125.3969489,149.9220824,47.91594533
161,24_NWChem_1JCH_mulliken,[H]C1([H])(C2([H])(C3([H])(C1([H])C23([H])))),a11,FALSE,TRUE,6.13268,3,5.949,0,0,7.695709614,SP3,0.89393,3.7,7.360734328,225.7857,225.77865,1.074356598,212,125.401185,125.401185,149.9255438,47.91740221
162,25_NWChem_1JCH_mulliken,[H]C([H])([H])C1([H])(C2([H])(C1([H])C3([H])(C4([H])(C2([H])C34([H]))))),a15,FALSE,TRUE,6.0427,3,7.49675,0,0,7.644607641,SP3,0.88012,4.473875,7.357665243,160.3536,160.3536,1.086286849,161.2,28.64790426,70.19679955,119.9872472,49.42235191
163,25_NWChem_1JCH_mulliken,[H]C([H])([H])C1([H])(C2([H])(C1([H])C3([H])(C4([H])(C2([H])C34([H]))))),a10,FALSE,TRUE,6.08921,3,7.520875,0,0,7.70013377,SP3,0.88871,4.4859375,7.36082143,166.0088,166.00885,1.083725929,165,50.40826373,52.59457728,124.7050465,51.5014205
164,25_NWChem_1JCH_mulliken,[H]C([H])([H])C1([H])(C2([H])(C1([H])C3([H])(C4([H])(C2([H])C34([H]))))),a8,FALSE,TRUE,6.08921,3,7.520875,0,0,7.70013377,SP3,0.88871,4.4859375,7.36082143,166.0089,166.00885,1.083727263,165,50.40850469,52.59458914,124.7050695,51.50154692
165,25_NWChem_1JCH_mulliken,[H]C([H])([H])C1([H])(C2([H])(C1([H])C3([H])(C4([H])(C2([H])C34([H]))))),a11,FALSE,TRUE,6.1074,3,7.932,0,0,7.69572353,SP3,0.89483,4.6915,7.360734688,168.5716,168.57285,1.08401269,171,48.0867255,65.31622315,125.643013,49.49362635
166,25_NWChem_1JCH_mulliken,[H]C([H])([H])C1([H])(C2([H])(C1([H])C3([H])(C4([H])(C2([H])C34([H]))))),a12,FALSE,TRUE,6.10741,3,7.932,0,0,7.69572353,SP3,0.89484,4.6915,7.360734688,168.5741,168.57285,1.08401267,171,48.08724305,65.31643705,125.6431814,49.49402175
167,25_NWChem_1JCH_mulliken,[H]C([H])([H])C1([H])(C2([H])(C1([H])C3([H])(C4([H])(C2([H])C34([H]))))),a13,FALSE,TRUE,6.12375,3,7.0009375,0,0,7.700262063,SP3,0.89165,4.22596875,7.360822177,213.1356,213.1356,1.076848987,208.8,116.7327897,116.7327897,143.5023805,48.92334911
168,25_NWChem_1JCH_mulliken,[H]C([H])([H])C1([H])(C2([H])(C1([H])C3([H])(C4([H])(C2([H])C34([H]))))),a9,FALSE,TRUE,6.18043,3,7.0009375,0,0,7.700262063,SP3,0.89011,4.22596875,7.360822177,217.4693,217.4693,1.076570087,215,113.7966056,113.7966056,144.0710727,47.98523438
169,26_NWChem_1JCH_mulliken,[H]C12(C3([H])(C1([H])C4([H])(C2([H])C34([H])))),a7,FALSE,TRUE,6.10477,3,6.481,0,0,7.700264357,SP3,0.89533,3.966,7.360822177,184.9592,184.9851667,1.080601203,180,88.41148321,88.41148321,137.2299282,49.4737711
170,26_NWChem_1JCH_mulliken,[H]C12(C3([H])(C1([H])C4([H])(C2([H])C34([H])))),a8,FALSE,TRUE,6.1046,3,6.481,0,0,7.700264357,SP3,0.89533,3.966,7.360822177,184.9942,184.9851667,1.080522285,180,88.40022538,88.40022538,137.2193866,49.47746025
171,26_NWChem_1JCH_mulliken,[H]C12(C3([H])(C1([H])C4([H])(C2([H])C34([H])))),a9,FALSE,TRUE,6.10465,3,6.481,0,0,7.700264357,SP3,0.89533,3.966,7.360822177,185.0021,184.9851667,1.080576014,180,88.41830244,88.41830244,137.2641738,49.45876865
